user_id,book_id,rating,interaction_type,review_text,timestamp
71,843,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-04-06
335,864,,view,,2026-04-06
140,1013,2.0,rate,Hard to get through. Not recommended.,2026-04-06
284,537,2.0,rate,"Disappointing, execution fell short of the premise.",2026-04-06
278,958,1.0,rate,Not my cup of tea. Found it a bit slow.,2026-04-06
241,701,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-06
151,849,3.0,rate,It was an okay read. Met expectations.,2026-04-06
151,753,5.0,rate,An absolute masterpiece! Loved every page.,2026-04-06
66,647,2.0,rate,Hard to get through. Not recommended.,2026-04-06
193,1005,4.0,rate,Beautifully written and highly engaging.,2026-04-06
343,1007,,view,,2026-04-06
47,79,,view,,2026-04-06
334,507,2.0,rate,Very basic characters and predictable plot.,2026-04-06
225,1046,5.0,rate,Beautifully written and highly engaging.,2026-04-06
383,1022,3.0,rate,It was an okay read. Met expectations.,2026-04-06
214,763,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-06
19,1152,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-06
181,1046,3.0,rate,It was an okay read. Met expectations.,2026-04-06
382,291,3.0,rate,It was an okay read. Met expectations.,2026-04-06
325,719,,shelve,,2026-04-06
317,340,,shelve,,2026-04-06
328,240,,view,,2026-04-06
46,356,2.0,rate,Very basic characters and predictable plot.,2026-04-06
125,674,3.0,rate,It was an okay read. Met expectations.,2026-04-06
100,474,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-04-06
211,586,5.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-06
381,841,3.0,rate,It was an okay read. Met expectations.,2026-04-06
89,582,,view,,2026-04-06
48,753,,view,,2026-04-06
178,282,5.0,rate,"A wonderful read, really connected with the story.",2026-04-06
396,641,3.0,rate,It was an okay read. Met expectations.,2026-04-06
399,67,4.0,rate,Beautifully written and highly engaging.,2026-04-06
178,278,3.0,rate,It was an okay read. Met expectations.,2026-04-06
73,563,,view,,2026-04-06
364,503,3.0,rate,It was an okay read. Met expectations.,2026-04-06
42,751,4.0,rate,Could not put it down! A fantastic book.,2026-04-06
324,712,,shelve,,2026-04-06
295,1116,3.0,rate,It was an okay read. Met expectations.,2026-04-06
192,1001,2.0,rate,Very basic characters and predictable plot.,2026-04-06
7,1044,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-06
64,338,3.0,rate,It was an okay read. Met expectations.,2026-04-06
209,853,3.0,rate,It was an okay read. Met expectations.,2026-04-06
369,1168,,shelve,,2026-04-06
266,871,4.0,rate,"A wonderful read, really connected with the story.",2026-04-06
399,1065,3.0,rate,It was an okay read. Met expectations.,2026-04-06
183,719,5.0,rate,An absolute masterpiece! Loved every page.,2026-04-06
179,593,3.0,rate,It was an okay read. Met expectations.,2026-04-06
153,642,,view,,2026-04-06
241,900,,view,,2026-04-06
27,882,,view,,2026-04-06
121,509,5.0,rate,"A wonderful read, really connected with the story.",2026-04-06
36,870,3.0,rate,It was an okay read. Met expectations.,2026-04-06
336,845,3.0,rate,It was an okay read. Met expectations.,2026-04-06
133,202,,view,,2026-04-06
276,130,,shelve,,2026-04-06
259,32,2.0,rate,Hard to get through. Not recommended.,2026-04-06
191,696,,view,,2026-04-06
315,208,,view,,2026-04-06
130,204,3.0,rate,It was an okay read. Met expectations.,2026-04-06
135,552,2.0,rate,Decent idea but poorly written.,2026-04-06
224,414,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-06
4,618,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-06
276,88,,view,,2026-04-06
390,1072,5.0,rate,"A wonderful read, really connected with the story.",2026-04-06
117,386,,shelve,,2026-04-06
248,287,3.0,rate,It was an okay read. Met expectations.,2026-04-06
361,674,4.0,rate,Could not put it down! A fantastic book.,2026-04-06
115,268,,view,,2026-04-06
53,832,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-06
201,696,3.0,rate,It was an okay read. Met expectations.,2026-04-06
93,708,,view,,2026-04-06
133,635,,shelve,,2026-04-06
257,383,4.0,rate,"A wonderful read, really connected with the story.",2026-04-06
248,448,3.0,rate,It was an okay read. Met expectations.,2026-04-06
53,612,,shelve,,2026-04-06
21,972,2.0,rate,Decent idea but poorly written.,2026-04-06
33,1000,,view,,2026-04-06
258,14,,shelve,,2026-04-06
222,1170,3.0,rate,It was an okay read. Met expectations.,2026-04-06
346,362,3.0,rate,It was an okay read. Met expectations.,2026-04-06
32,380,3.0,rate,It was an okay read. Met expectations.,2026-04-06
83,154,,shelve,,2026-04-06
398,655,4.0,rate,Could not put it down! A fantastic book.,2026-04-06
344,462,2.0,rate,Decent idea but poorly written.,2026-04-06
202,654,2.0,rate,Decent idea but poorly written.,2026-04-06
88,157,3.0,rate,It was an okay read. Met expectations.,2026-04-06
271,175,3.0,rate,It was an okay read. Met expectations.,2026-04-06
250,1075,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-04-06
89,428,3.0,rate,It was an okay read. Met expectations.,2026-04-06
359,733,3.0,rate,It was an okay read. Met expectations.,2026-04-06
20,870,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-04-06
196,208,2.0,rate,Very basic characters and predictable plot.,2026-04-07
169,858,,view,,2026-04-07
357,348,3.0,rate,It was an okay read. Met expectations.,2026-04-07
27,1190,,view,,2026-04-07
30,911,5.0,rate,Could not put it down! A fantastic book.,2026-04-07
272,136,3.0,rate,It was an okay read. Met expectations.,2026-04-07
341,952,,shelve,,2026-04-07
63,410,,shelve,,2026-04-07
294,354,3.0,rate,It was an okay read. Met expectations.,2026-04-07
320,1170,,shelve,,2026-04-07
57,1191,3.0,rate,It was an okay read. Met expectations.,2026-04-07
20,194,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-07
356,297,,view,,2026-04-07
42,254,3.0,rate,It was an okay read. Met expectations.,2026-04-07
216,917,1.0,rate,Hard to get through. Not recommended.,2026-04-07
353,505,5.0,rate,"A wonderful read, really connected with the story.",2026-04-07
16,236,3.0,rate,It was an okay read. Met expectations.,2026-04-07
237,667,,shelve,,2026-04-07
27,226,3.0,rate,It was an okay read. Met expectations.,2026-04-07
14,243,2.0,rate,Hard to get through. Not recommended.,2026-04-07
188,48,,view,,2026-04-07
89,1174,,shelve,,2026-04-07
364,798,3.0,rate,It was an okay read. Met expectations.,2026-04-07
390,782,3.0,rate,It was an okay read. Met expectations.,2026-04-07
74,535,3.0,rate,It was an okay read. Met expectations.,2026-04-07
393,1137,,view,,2026-04-07
51,324,3.0,rate,It was an okay read. Met expectations.,2026-04-07
242,1140,4.0,rate,"A wonderful read, really connected with the story.",2026-04-07
222,687,3.0,rate,It was an okay read. Met expectations.,2026-04-07
249,856,3.0,rate,It was an okay read. Met expectations.,2026-04-07
274,335,,view,,2026-04-07
295,1029,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-04-07
74,734,4.0,rate,"A wonderful read, really connected with the story.",2026-04-07
359,810,3.0,rate,It was an okay read. Met expectations.,2026-04-07
273,213,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-07
86,866,,view,,2026-04-07
170,301,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-07
334,1070,3.0,rate,It was an okay read. Met expectations.,2026-04-07
84,73,2.0,rate,Very basic characters and predictable plot.,2026-04-07
292,240,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-07
131,123,,view,,2026-04-07
146,1105,4.0,rate,"A wonderful read, really connected with the story.",2026-04-07
165,464,4.0,rate,Could not put it down! A fantastic book.,2026-04-07
149,408,3.0,rate,It was an okay read. Met expectations.,2026-04-07
394,487,,view,,2026-04-07
108,1054,3.0,rate,It was an okay read. Met expectations.,2026-04-07
125,315,3.0,rate,It was an okay read. Met expectations.,2026-04-07
264,1118,3.0,rate,It was an okay read. Met expectations.,2026-04-07
181,840,3.0,rate,It was an okay read. Met expectations.,2026-04-07
181,999,,view,,2026-04-07
319,319,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-07
229,303,,view,,2026-04-07
317,31,3.0,rate,It was an okay read. Met expectations.,2026-04-07
228,842,3.0,rate,It was an okay read. Met expectations.,2026-04-07
241,79,3.0,rate,It was an okay read. Met expectations.,2026-04-07
265,510,4.0,rate,"A wonderful read, really connected with the story.",2026-04-07
189,393,3.0,rate,It was an okay read. Met expectations.,2026-04-07
151,616,,view,,2026-04-07
273,358,3.0,rate,It was an okay read. Met expectations.,2026-04-07
144,1060,3.0,rate,It was an okay read. Met expectations.,2026-04-07
325,638,,shelve,,2026-04-07
253,639,,view,,2026-04-07
395,795,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-07
170,442,5.0,rate,Could not put it down! A fantastic book.,2026-04-07
71,1096,,view,,2026-04-07
3,334,4.0,rate,"A wonderful read, really connected with the story.",2026-04-07
187,720,3.0,rate,It was an okay read. Met expectations.,2026-04-07
24,835,3.0,rate,It was an okay read. Met expectations.,2026-04-07
76,278,3.0,rate,It was an okay read. Met expectations.,2026-04-07
355,1127,3.0,rate,It was an okay read. Met expectations.,2026-04-07
301,137,3.0,rate,It was an okay read. Met expectations.,2026-04-07
201,30,3.0,rate,It was an okay read. Met expectations.,2026-04-07
30,760,3.0,rate,It was an okay read. Met expectations.,2026-04-07
312,139,3.0,rate,It was an okay read. Met expectations.,2026-04-07
361,552,3.0,rate,It was an okay read. Met expectations.,2026-04-07
50,636,3.0,rate,It was an okay read. Met expectations.,2026-04-07
276,1193,,view,,2026-04-07
135,1191,,shelve,,2026-04-07
139,886,,shelve,,2026-04-07
247,75,3.0,rate,It was an okay read. Met expectations.,2026-04-07
176,1020,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-07
244,12,3.0,rate,It was an okay read. Met expectations.,2026-04-07
218,168,3.0,rate,It was an okay read. Met expectations.,2026-04-07
175,309,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-07
399,1043,3.0,rate,It was an okay read. Met expectations.,2026-04-07
12,180,3.0,rate,It was an okay read. Met expectations.,2026-04-07
39,304,,shelve,,2026-04-07
229,630,2.0,rate,Decent idea but poorly written.,2026-04-07
191,1177,4.0,rate,Beautifully written and highly engaging.,2026-04-07
130,540,4.0,rate,Could not put it down! A fantastic book.,2026-04-07
282,352,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-07
55,350,3.0,rate,It was an okay read. Met expectations.,2026-04-07
343,865,3.0,rate,It was an okay read. Met expectations.,2026-04-07
175,85,,shelve,,2026-04-07
384,35,4.0,rate,Beautifully written and highly engaging.,2026-04-07
346,354,3.0,rate,It was an okay read. Met expectations.,2026-04-07
382,93,,view,,2026-04-07
205,1104,3.0,rate,It was an okay read. Met expectations.,2026-04-07
315,601,3.0,rate,It was an okay read. Met expectations.,2026-04-07
81,1001,3.0,rate,It was an okay read. Met expectations.,2026-04-07
336,88,3.0,rate,It was an okay read. Met expectations.,2026-04-07
198,495,,shelve,,2026-04-07
235,142,2.0,rate,Hard to get through. Not recommended.,2026-04-07
53,405,,view,,2026-04-07
245,1015,,shelve,,2026-04-07
191,481,4.0,rate,Could not put it down! A fantastic book.,2026-04-07
136,528,,view,,2026-04-07
246,1076,,view,,2026-04-07
296,346,3.0,rate,It was an okay read. Met expectations.,2026-04-07
172,419,,view,,2026-04-07
348,115,,view,,2026-04-07
41,228,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-04-07
388,269,,view,,2026-04-07
343,1069,3.0,rate,It was an okay read. Met expectations.,2026-04-07
199,560,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-07
326,835,,shelve,,2026-04-07
373,873,,view,,2026-04-07
235,663,,shelve,,2026-04-07
316,1115,,shelve,,2026-04-07
388,753,,view,,2026-04-07
174,357,3.0,rate,It was an okay read. Met expectations.,2026-04-07
117,948,,view,,2026-04-07
53,459,3.0,rate,It was an okay read. Met expectations.,2026-04-07
22,417,3.0,rate,It was an okay read. Met expectations.,2026-04-07
99,1053,,shelve,,2026-04-07
170,47,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-08
83,139,5.0,rate,Beautifully written and highly engaging.,2026-04-08
315,83,3.0,rate,It was an okay read. Met expectations.,2026-04-08
25,4,2.0,rate,Decent idea but poorly written.,2026-04-08
38,574,,shelve,,2026-04-08
377,1064,3.0,rate,It was an okay read. Met expectations.,2026-04-08
170,198,2.0,rate,"Disappointing, execution fell short of the premise.",2026-04-08
349,762,5.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-08
332,264,,view,,2026-04-08
377,628,4.0,rate,"A wonderful read, really connected with the story.",2026-04-08
16,319,,shelve,,2026-04-08
273,197,,view,,2026-04-08
17,154,2.0,rate,"Disappointing, execution fell short of the premise.",2026-04-08
148,945,3.0,rate,It was an okay read. Met expectations.,2026-04-08
202,401,3.0,rate,It was an okay read. Met expectations.,2026-04-08
26,30,3.0,rate,It was an okay read. Met expectations.,2026-04-08
340,373,,view,,2026-04-08
319,1142,4.0,rate,Could not put it down! A fantastic book.,2026-04-08
149,590,3.0,rate,It was an okay read. Met expectations.,2026-04-08
87,747,3.0,rate,It was an okay read. Met expectations.,2026-04-08
323,912,,view,,2026-04-08
265,361,2.0,rate,Hard to get through. Not recommended.,2026-04-08
273,451,,view,,2026-04-08
66,418,3.0,rate,It was an okay read. Met expectations.,2026-04-08
174,838,3.0,rate,It was an okay read. Met expectations.,2026-04-08
18,634,,shelve,,2026-04-08
42,794,,shelve,,2026-04-08
12,534,4.0,rate,Could not put it down! A fantastic book.,2026-04-08
93,625,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-08
272,433,3.0,rate,It was an okay read. Met expectations.,2026-04-08
342,274,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-04-08
154,242,,view,,2026-04-08
351,356,3.0,rate,It was an okay read. Met expectations.,2026-04-08
119,46,,shelve,,2026-04-08
107,1199,3.0,rate,It was an okay read. Met expectations.,2026-04-08
349,863,3.0,rate,It was an okay read. Met expectations.,2026-04-08
313,385,,view,,2026-04-08
272,716,4.0,rate,Beautifully written and highly engaging.,2026-04-08
178,6,,shelve,,2026-04-08
248,146,,view,,2026-04-08
284,695,,shelve,,2026-04-08
105,756,,shelve,,2026-04-08
179,376,3.0,rate,It was an okay read. Met expectations.,2026-04-08
266,68,3.0,rate,It was an okay read. Met expectations.,2026-04-08
122,442,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-08
323,515,2.0,rate,"Disappointing, execution fell short of the premise.",2026-04-08
202,419,3.0,rate,It was an okay read. Met expectations.,2026-04-08
115,957,4.0,rate,"A wonderful read, really connected with the story.",2026-04-08
325,620,2.0,rate,Hard to get through. Not recommended.,2026-04-08
69,61,3.0,rate,It was an okay read. Met expectations.,2026-04-08
206,26,3.0,rate,It was an okay read. Met expectations.,2026-04-08
82,167,2.0,rate,Decent idea but poorly written.,2026-04-08
120,361,3.0,rate,It was an okay read. Met expectations.,2026-04-08
274,562,4.0,rate,"A wonderful read, really connected with the story.",2026-04-08
107,811,2.0,rate,Decent idea but poorly written.,2026-04-08
368,379,3.0,rate,It was an okay read. Met expectations.,2026-04-08
377,59,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-08
43,312,4.0,rate,Could not put it down! A fantastic book.,2026-04-08
377,1088,4.0,rate,Beautifully written and highly engaging.,2026-04-08
115,148,,view,,2026-04-08
282,176,4.0,rate,Beautifully written and highly engaging.,2026-04-08
278,981,3.0,rate,It was an okay read. Met expectations.,2026-04-08
200,178,3.0,rate,It was an okay read. Met expectations.,2026-04-08
164,1080,2.0,rate,Decent idea but poorly written.,2026-04-08
358,15,5.0,rate,"A wonderful read, really connected with the story.",2026-04-08
256,355,2.0,rate,Decent idea but poorly written.,2026-04-08
76,575,3.0,rate,It was an okay read. Met expectations.,2026-04-08
349,1060,3.0,rate,It was an okay read. Met expectations.,2026-04-08
81,891,3.0,rate,It was an okay read. Met expectations.,2026-04-08
191,495,3.0,rate,It was an okay read. Met expectations.,2026-04-08
340,1038,2.0,rate,Decent idea but poorly written.,2026-04-08
261,205,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-08
75,344,,view,,2026-04-08
218,986,3.0,rate,It was an okay read. Met expectations.,2026-04-08
333,990,3.0,rate,It was an okay read. Met expectations.,2026-04-08
359,478,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-08
256,978,3.0,rate,It was an okay read. Met expectations.,2026-04-08
130,902,3.0,rate,It was an okay read. Met expectations.,2026-04-08
398,237,,view,,2026-04-08
398,174,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-08
110,914,,shelve,,2026-04-08
142,609,4.0,rate,Beautifully written and highly engaging.,2026-04-08
233,662,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-08
56,817,,view,,2026-04-08
184,524,5.0,rate,"A wonderful read, really connected with the story.",2026-04-08
222,1024,3.0,rate,It was an okay read. Met expectations.,2026-04-08
189,1005,3.0,rate,It was an okay read. Met expectations.,2026-04-08
383,1029,3.0,rate,It was an okay read. Met expectations.,2026-04-08
92,280,4.0,rate,Beautifully written and highly engaging.,2026-04-08
228,834,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-08
93,969,5.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-08
137,503,2.0,rate,Very basic characters and predictable plot.,2026-04-08
189,434,4.0,rate,"A wonderful read, really connected with the story.",2026-04-08
140,456,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-08
7,528,2.0,rate,Decent idea but poorly written.,2026-04-08
187,1173,4.0,rate,Beautifully written and highly engaging.,2026-04-08
307,186,,view,,2026-04-08
56,363,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-04-08
25,1165,3.0,rate,It was an okay read. Met expectations.,2026-04-08
327,322,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-08
363,1062,,shelve,,2026-04-08
130,207,3.0,rate,It was an okay read. Met expectations.,2026-04-08
52,19,3.0,rate,It was an okay read. Met expectations.,2026-04-08
291,130,,view,,2026-04-08
307,1156,4.0,rate,"A wonderful read, really connected with the story.",2026-04-08
333,515,3.0,rate,It was an okay read. Met expectations.,2026-04-08
140,41,,shelve,,2026-04-08
50,964,,view,,2026-04-08
296,29,,shelve,,2026-04-08
283,1148,3.0,rate,It was an okay read. Met expectations.,2026-04-09
306,250,3.0,rate,It was an okay read. Met expectations.,2026-04-09
377,723,4.0,rate,Beautifully written and highly engaging.,2026-04-09
304,233,3.0,rate,It was an okay read. Met expectations.,2026-04-09
102,1079,3.0,rate,It was an okay read. Met expectations.,2026-04-09
324,265,,view,,2026-04-09
20,682,,shelve,,2026-04-09
301,226,,shelve,,2026-04-09
160,1140,4.0,rate,Could not put it down! A fantastic book.,2026-04-09
59,436,,view,,2026-04-09
331,750,3.0,rate,It was an okay read. Met expectations.,2026-04-09
256,686,,view,,2026-04-09
183,702,,view,,2026-04-09
175,1085,,view,,2026-04-09
91,1033,,shelve,,2026-04-09
4,306,5.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-09
78,365,,shelve,,2026-04-09
380,589,3.0,rate,It was an okay read. Met expectations.,2026-04-09
247,261,2.0,rate,Hard to get through. Not recommended.,2026-04-09
143,257,4.0,rate,Could not put it down! A fantastic book.,2026-04-09
248,293,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-04-09
158,204,3.0,rate,It was an okay read. Met expectations.,2026-04-09
216,976,3.0,rate,It was an okay read. Met expectations.,2026-04-09
333,136,3.0,rate,It was an okay read. Met expectations.,2026-04-09
268,1018,,view,,2026-04-09
102,647,3.0,rate,It was an okay read. Met expectations.,2026-04-09
228,1006,,view,,2026-04-09
385,616,3.0,rate,It was an okay read. Met expectations.,2026-04-09
184,211,3.0,rate,It was an okay read. Met expectations.,2026-04-09
114,528,3.0,rate,It was an okay read. Met expectations.,2026-04-09
337,266,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-09
343,325,3.0,rate,It was an okay read. Met expectations.,2026-04-09
52,519,3.0,rate,It was an okay read. Met expectations.,2026-04-09
41,214,3.0,rate,It was an okay read. Met expectations.,2026-04-09
244,928,,view,,2026-04-09
156,126,,shelve,,2026-04-09
282,468,,view,,2026-04-09
17,216,3.0,rate,It was an okay read. Met expectations.,2026-04-09
370,1105,,view,,2026-04-09
121,1199,,view,,2026-04-09
261,132,3.0,rate,It was an okay read. Met expectations.,2026-04-09
329,529,3.0,rate,It was an okay read. Met expectations.,2026-04-09
135,210,3.0,rate,It was an okay read. Met expectations.,2026-04-09
86,358,2.0,rate,Hard to get through. Not recommended.,2026-04-09
256,764,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-04-09
91,470,,view,,2026-04-09
191,431,,view,,2026-04-09
35,449,,view,,2026-04-09
256,909,3.0,rate,It was an okay read. Met expectations.,2026-04-09
98,68,5.0,rate,"A wonderful read, really connected with the story.",2026-04-09
256,351,3.0,rate,It was an okay read. Met expectations.,2026-04-09
243,1039,3.0,rate,It was an okay read. Met expectations.,2026-04-09
68,320,4.0,rate,Could not put it down! A fantastic book.,2026-04-09
108,279,4.0,rate,Beautifully written and highly engaging.,2026-04-09
275,108,,view,,2026-04-09
134,978,,view,,2026-04-09
380,1108,4.0,rate,"A wonderful read, really connected with the story.",2026-04-09
122,29,3.0,rate,It was an okay read. Met expectations.,2026-04-09
319,28,3.0,rate,It was an okay read. Met expectations.,2026-04-09
266,560,4.0,rate,Beautifully written and highly engaging.,2026-04-09
166,506,3.0,rate,It was an okay read. Met expectations.,2026-04-09
335,457,1.0,rate,Decent idea but poorly written.,2026-04-09
335,264,2.0,rate,Very basic characters and predictable plot.,2026-04-09
383,1017,3.0,rate,It was an okay read. Met expectations.,2026-04-09
187,532,3.0,rate,It was an okay read. Met expectations.,2026-04-09
124,779,3.0,rate,It was an okay read. Met expectations.,2026-04-09
162,740,,view,,2026-04-09
109,1172,3.0,rate,It was an okay read. Met expectations.,2026-04-09
390,756,4.0,rate,"A wonderful read, really connected with the story.",2026-04-09
269,208,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-09
274,1075,3.0,rate,It was an okay read. Met expectations.,2026-04-09
108,47,4.0,rate,Could not put it down! A fantastic book.,2026-04-09
290,546,5.0,rate,Beautifully written and highly engaging.,2026-04-09
85,997,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-04-09
257,82,2.0,rate,"Disappointing, execution fell short of the premise.",2026-04-09
248,753,,view,,2026-04-09
83,36,,shelve,,2026-04-09
137,826,3.0,rate,It was an okay read. Met expectations.,2026-04-09
150,701,4.0,rate,Could not put it down! A fantastic book.,2026-04-09
44,902,,view,,2026-04-09
241,607,,view,,2026-04-09
194,408,,shelve,,2026-04-09
212,518,2.0,rate,Very basic characters and predictable plot.,2026-04-09
112,394,2.0,rate,Very basic characters and predictable plot.,2026-04-09
302,105,,shelve,,2026-04-09
83,249,3.0,rate,It was an okay read. Met expectations.,2026-04-09
254,111,,view,,2026-04-09
290,1131,4.0,rate,Could not put it down! A fantastic book.,2026-04-09
53,1191,3.0,rate,It was an okay read. Met expectations.,2026-04-09
400,699,4.0,rate,"A wonderful read, really connected with the story.",2026-04-09
25,1094,3.0,rate,It was an okay read. Met expectations.,2026-04-09
279,394,3.0,rate,It was an okay read. Met expectations.,2026-04-09
334,1045,4.0,rate,Could not put it down! A fantastic book.,2026-04-09
14,473,3.0,rate,It was an okay read. Met expectations.,2026-04-09
132,384,4.0,rate,Could not put it down! A fantastic book.,2026-04-09
320,1065,3.0,rate,It was an okay read. Met expectations.,2026-04-09
329,248,2.0,rate,Very basic characters and predictable plot.,2026-04-09
130,746,,shelve,,2026-04-09
99,260,3.0,rate,It was an okay read. Met expectations.,2026-04-09
123,678,3.0,rate,It was an okay read. Met expectations.,2026-04-09
319,618,,view,,2026-04-09
183,850,3.0,rate,It was an okay read. Met expectations.,2026-04-09
299,601,4.0,rate,Beautifully written and highly engaging.,2026-04-09
198,413,3.0,rate,It was an okay read. Met expectations.,2026-04-09
304,84,,shelve,,2026-04-09
36,462,,shelve,,2026-04-09
198,1097,,view,,2026-04-09
269,891,1.0,rate,"Disappointing, execution fell short of the premise.",2026-04-09
5,1037,3.0,rate,It was an okay read. Met expectations.,2026-04-09
147,438,,shelve,,2026-04-09
103,1020,3.0,rate,It was an okay read. Met expectations.,2026-04-09
353,456,3.0,rate,It was an okay read. Met expectations.,2026-04-09
125,850,3.0,rate,It was an okay read. Met expectations.,2026-04-09
77,1147,,shelve,,2026-04-09
219,954,2.0,rate,Very basic characters and predictable plot.,2026-04-09
362,496,3.0,rate,It was an okay read. Met expectations.,2026-04-09
366,145,3.0,rate,It was an okay read. Met expectations.,2026-04-09
320,633,3.0,rate,It was an okay read. Met expectations.,2026-04-09
265,735,,view,,2026-04-09
318,503,,shelve,,2026-04-09
130,1183,,view,,2026-04-09
82,124,,view,,2026-04-09
129,828,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-09
203,720,,shelve,,2026-04-09
199,605,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-04-10
398,594,3.0,rate,It was an okay read. Met expectations.,2026-04-10
371,796,2.0,rate,Decent idea but poorly written.,2026-04-10
198,358,4.0,rate,Beautifully written and highly engaging.,2026-04-10
278,466,2.0,rate,Decent idea but poorly written.,2026-04-10
333,453,,view,,2026-04-10
106,131,2.0,rate,"Disappointing, execution fell short of the premise.",2026-04-10
12,589,,view,,2026-04-10
139,1114,4.0,rate,Could not put it down! A fantastic book.,2026-04-10
304,1046,4.0,rate,Beautifully written and highly engaging.,2026-04-10
166,1156,3.0,rate,It was an okay read. Met expectations.,2026-04-10
391,147,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-04-10
390,152,4.0,rate,Beautifully written and highly engaging.,2026-04-10
114,525,2.0,rate,Hard to get through. Not recommended.,2026-04-10
99,1175,2.0,rate,Very basic characters and predictable plot.,2026-04-10
251,83,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-10
245,743,3.0,rate,It was an okay read. Met expectations.,2026-04-10
327,201,,view,,2026-04-10
328,820,2.0,rate,Very basic characters and predictable plot.,2026-04-10
165,981,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-10
298,757,3.0,rate,It was an okay read. Met expectations.,2026-04-10
230,1100,5.0,rate,Beautifully written and highly engaging.,2026-04-10
5,672,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-10
96,1174,,view,,2026-04-10
257,328,2.0,rate,Decent idea but poorly written.,2026-04-10
231,983,3.0,rate,It was an okay read. Met expectations.,2026-04-10
65,460,3.0,rate,It was an okay read. Met expectations.,2026-04-10
245,504,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-04-10
281,113,,view,,2026-04-10
219,31,,view,,2026-04-10
219,799,3.0,rate,It was an okay read. Met expectations.,2026-04-10
203,416,,view,,2026-04-10
13,896,3.0,rate,It was an okay read. Met expectations.,2026-04-10
232,105,4.0,rate,"A wonderful read, really connected with the story.",2026-04-10
256,237,,view,,2026-04-10
110,156,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-10
37,241,3.0,rate,It was an okay read. Met expectations.,2026-04-10
37,657,3.0,rate,It was an okay read. Met expectations.,2026-04-10
58,933,3.0,rate,It was an okay read. Met expectations.,2026-04-10
173,205,3.0,rate,It was an okay read. Met expectations.,2026-04-10
30,531,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-04-10
187,438,3.0,rate,It was an okay read. Met expectations.,2026-04-10
62,594,2.0,rate,"Disappointing, execution fell short of the premise.",2026-04-10
30,346,2.0,rate,Very basic characters and predictable plot.,2026-04-10
323,829,3.0,rate,It was an okay read. Met expectations.,2026-04-10
346,635,4.0,rate,An absolute masterpiece! Loved every page.,2026-04-10
39,173,3.0,rate,It was an okay read. Met expectations.,2026-04-10
13,73,,view,,2026-04-10
